residue,next_residue,weight_tau_capped_R,tau_exact,next_index
43813,8215,4,4,4107
43815,65723,1,1,32861
43817,32863,2,2,16431
43819,65729,1,1,32864
43821,16433,3,3,8216
43823,65735,1,1,32867
43825,32869,2,2,16434
43827,65741,1,1,32870
43829,4109,5,5,2054
43831,65747,1,1,32873
43833,32875,2,2,16437
43835,65753,1,1,32876
43837,16439,3,3,8219
43839,65759,1,1,32879
43841,32881,2,2,16440
43843,65765,1,1,32882
43845,8221,4,4,4110
43847,65771,1,1,32885
43849,32887,2,2,16443
43851,65777,1,1,32888
43853,16445,3,3,8222
43855,65783,1,1,32891
43857,32893,2,2,16446
43859,65789,1,1,32894
43861,257,9,9,128
43863,65795,1,1,32897
43865,32899,2,2,16449
43867,65801,1,1,32900
43869,16451,3,3,8225
43871,65807,1,1,32903
43873,32905,2,2,16452
43875,65813,1,1,32906
43877,8227,4,4,4113
43879,65819,1,1,32909
43881,32911,2,2,16455
43883,65825,1,1,32912
43885,16457,3,3,8228
43887,65831,1,1,32915
43889,32917,2,2,16458
43891,65837,1,1,32918
43893,4115,5,5,2057
43895,65843,1,1,32921
43897,32923,2,2,16461
43899,65849,1,1,32924
43901,16463,3,3,8231
43903,65855,1,1,32927
43905,32929,2,2,16464
43907,65861,1,1,32930
43909,8233,4,4,4116
43911,65867,1,1,32933
43913,32935,2,2,16467
43915,65873,1,1,32936
43917,16469,3,3,8234
43919,65879,1,1,32939
43921,32941,2,2,16470
43923,65885,1,1,32942
43925,2059,6,6,1029
43927,65891,1,1,32945
43929,32947,2,2,16473
43931,65897,1,1,32948
43933,16475,3,3,8237
43935,65903,1,1,32951
43937,32953,2,2,16476
43939,65909,1,1,32954
43941,8239,4,4,4119
43943,65915,1,1,32957
43945,32959,2,2,16479
43947,65921,1,1,32960
43949,16481,3,3,8240
43951,65927,1,1,32963
43953,32965,2,2,16482
43955,65933,1,1,32966
43957,4121,5,5,2060
43959,65939,1,1,32969
43961,32971,2,2,16485
43963,65945,1,1,32972
43965,16487,3,3,8243
43967,65951,1,1,32975
43969,32977,2,2,16488
43971,65957,1,1,32978
43973,8245,4,4,4122
43975,65963,1,1,32981
43977,32983,2,2,16491
43979,65969,1,1,32984
43981,16493,3,3,8246
43983,65975,1,1,32987
43985,32989,2,2,16494
43987,65981,1,1,32990
43989,1031,7,7,515
43991,65987,1,1,32993
43993,32995,2,2,16497
43995,65993,1,1,32996
43997,16499,3,3,8249
43999,65999,1,1,32999
44001,33001,2,2,16500
44003,66005,1,1,33002
44005,8251,4,4,4125
44007,66011,1,1,33005
44009,33007,2,2,16503
44011,66017,1,1,33008
44013,16505,3,3,8252
44015,66023,1,1,33011
44017,33013,2,2,16506
44019,66029,1,1,33014
44021,4127,5,5,2063
44023,66035,1,1,33017
44025,33019,2,2,16509
44027,66041,1,1,33020
44029,16511,3,3,8255
44031,66047,1,1,33023
44033,33025,2,2,16512
44035,66053,1,1,33026
44037,8257,4,4,4128
44039,66059,1,1,33029
44041,33031,2,2,16515
44043,66065,1,1,33032
44045,16517,3,3,8258
44047,66071,1,1,33035
44049,33037,2,2,16518
44051,66077,1,1,33038
44053,2065,6,6,1032
44055,66083,1,1,33041
44057,33043,2,2,16521
44059,66089,1,1,33044
44061,16523,3,3,8261
44063,66095,1,1,33047
44065,33049,2,2,16524
44067,66101,1,1,33050
44069,8263,4,4,4131
44071,66107,1,1,33053
44073,33055,2,2,16527
44075,66113,1,1,33056
44077,16529,3,3,8264
44079,66119,1,1,33059
44081,33061,2,2,16530
44083,66125,1,1,33062
44085,4133,5,5,2066
44087,66131,1,1,33065
44089,33067,2,2,16533
44091,66137,1,1,33068
44093,16535,3,3,8267
44095,66143,1,1,33071
44097,33073,2,2,16536
44099,66149,1,1,33074
44101,8269,4,4,4134
44103,66155,1,1,33077
44105,33079,2,2,16539
44107,66161,1,1,33080
44109,16541,3,3,8270
44111,66167,1,1,33083
44113,33085,2,2,16542
44115,66173,1,1,33086
44117,517,8,8,258
44119,66179,1,1,33089
44121,33091,2,2,16545
44123,66185,1,1,33092
44125,16547,3,3,8273
44127,66191,1,1,33095
44129,33097,2,2,16548
44131,66197,1,1,33098
44133,8275,4,4,4137
44135,66203,1,1,33101
44137,33103,2,2,16551
44139,66209,1,1,33104
44141,16553,3,3,8276
44143,66215,1,1,33107
44145,33109,2,2,16554
44147,66221,1,1,33110
44149,4139,5,5,2069
44151,66227,1,1,33113
44153,33115,2,2,16557
44155,66233,1,1,33116
44157,16559,3,3,8279
44159,66239,1,1,33119
44161,33121,2,2,16560
44163,66245,1,1,33122
44165,8281,4,4,4140
44167,66251,1,1,33125
44169,33127,2,2,16563
44171,66257,1,1,33128
44173,16565,3,3,8282
44175,66263,1,1,33131
44177,33133,2,2,16566
44179,66269,1,1,33134
44181,2071,6,6,1035
44183,66275,1,1,33137
44185,33139,2,2,16569
44187,66281,1,1,33140
44189,16571,3,3,8285
44191,66287,1,1,33143
44193,33145,2,2,16572
44195,66293,1,1,33146
44197,8287,4,4,4143
44199,66299,1,1,33149
44201,33151,2,2,16575
44203,66305,1,1,33152
44205,16577,3,3,8288
44207,66311,1,1,33155
44209,33157,2,2,16578
44211,66317,1,1,33158
44213,4145,5,5,2072
44215,66323,1,1,33161
44217,33163,2,2,16581
44219,66329,1,1,33164
44221,16583,3,3,8291
44223,66335,1,1,33167
44225,33169,2,2,16584
44227,66341,1,1,33170
44229,8293,4,4,4146
44231,66347,1,1,33173
44233,33175,2,2,16587
44235,66353,1,1,33176
44237,16589,3,3,8294
44239,66359,1,1,33179
44241,33181,2,2,16590
44243,66365,1,1,33182
44245,1037,7,7,518
44247,66371,1,1,33185
44249,33187,2,2,16593
44251,66377,1,1,33188
44253,16595,3,3,8297
44255,66383,1,1,33191
44257,33193,2,2,16596
44259,66389,1,1,33194
44261,8299,4,4,4149
44263,66395,1,1,33197
44265,33199,2,2,16599
44267,66401,1,1,33200
44269,16601,3,3,8300
44271,66407,1,1,33203
44273,33205,2,2,16602
44275,66413,1,1,33206
44277,4151,5,5,2075
44279,66419,1,1,33209
44281,33211,2,2,16605
44283,66425,1,1,33212
44285,16607,3,3,8303
44287,66431,1,1,33215
44289,33217,2,2,16608
44291,66437,1,1,33218
44293,8305,4,4,4152
44295,66443,1,1,33221
44297,33223,2,2,16611
44299,66449,1,1,33224
44301,16613,3,3,8306
44303,66455,1,1,33227
44305,33229,2,2,16614
44307,66461,1,1,33230
44309,2077,6,6,1038
44311,66467,1,1,33233
44313,33235,2,2,16617
44315,66473,1,1,33236
44317,16619,3,3,8309
44319,66479,1,1,33239
44321,33241,2,2,16620
44323,66485,1,1,33242
44325,8311,4,4,4155
44327,66491,1,1,33245
44329,33247,2,2,16623
44331,66497,1,1,33248
44333,16625,3,3,8312
44335,66503,1,1,33251
44337,33253,2,2,16626
44339,66509,1,1,33254
44341,4157,5,5,2078
44343,66515,1,1,33257
44345,33259,2,2,16629
44347,66521,1,1,33260
44349,16631,3,3,8315
44351,66527,1,1,33263
44353,33265,2,2,16632
44355,66533,1,1,33266
44357,8317,4,4,4158
44359,66539,1,1,33269
44361,33271,2,2,16635
44363,66545,1,1,33272
44365,16637,3,3,8318
44367,66551,1,1,33275
44369,33277,2,2,16638
44371,66557,1,1,33278
44373,65,11,11,32
44375,66563,1,1,33281
44377,33283,2,2,16641
44379,66569,1,1,33284
44381,16643,3,3,8321
44383,66575,1,1,33287
44385,33289,2,2,16644
44387,66581,1,1,33290
44389,8323,4,4,4161
44391,66587,1,1,33293
44393,33295,2,2,16647
44395,66593,1,1,33296
44397,16649,3,3,8324
44399,66599,1,1,33299
44401,33301,2,2,16650
44403,66605,1,1,33302
44405,4163,5,5,2081
44407,66611,1,1,33305
44409,33307,2,2,16653
44411,66617,1,1,33308
44413,16655,3,3,8327
44415,66623,1,1,33311
44417,33313,2,2,16656
44419,66629,1,1,33314
44421,8329,4,4,4164
44423,66635,1,1,33317
44425,33319,2,2,16659
44427,66641,1,1,33320
44429,16661,3,3,8330
44431,66647,1,1,33323
44433,33325,2,2,16662
44435,66653,1,1,33326
44437,2083,6,6,1041
44439,66659,1,1,33329
44441,33331,2,2,16665
44443,66665,1,1,33332
44445,16667,3,3,8333
44447,66671,1,1,33335
44449,33337,2,2,16668
44451,66677,1,1,33338
44453,8335,4,4,4167
44455,66683,1,1,33341
44457,33343,2,2,16671
44459,66689,1,1,33344
44461,16673,3,3,8336
44463,66695,1,1,33347
44465,33349,2,2,16674
44467,66701,1,1,33350
44469,4169,5,5,2084
44471,66707,1,1,33353
44473,33355,2,2,16677
44475,66713,1,1,33356
44477,16679,3,3,8339
44479,66719,1,1,33359
44481,33361,2,2,16680
44483,66725,1,1,33362
44485,8341,4,4,4170
44487,66731,1,1,33365
44489,33367,2,2,16683
44491,66737,1,1,33368
44493,16685,3,3,8342
44495,66743,1,1,33371
44497,33373,2,2,16686
44499,66749,1,1,33374
44501,1043,7,7,521
44503,66755,1,1,33377
44505,33379,2,2,16689
44507,66761,1,1,33380
44509,16691,3,3,8345
44511,66767,1,1,33383
44513,33385,2,2,16692
44515,66773,1,1,33386
44517,8347,4,4,4173
44519,66779,1,1,33389
44521,33391,2,2,16695
44523,66785,1,1,33392
44525,16697,3,3,8348
44527,66791,1,1,33395
44529,33397,2,2,16698
44531,66797,1,1,33398
44533,4175,5,5,2087
44535,66803,1,1,33401
44537,33403,2,2,16701
44539,66809,1,1,33404
44541,16703,3,3,8351
44543,66815,1,1,33407
44545,33409,2,2,16704
44547,66821,1,1,33410
44549,8353,4,4,4176
44551,66827,1,1,33413
44553,33415,2,2,16707
44555,66833,1,1,33416
44557,16709,3,3,8354
44559,66839,1,1,33419
44561,33421,2,2,16710
44563,66845,1,1,33422
44565,2089,6,6,1044
44567,66851,1,1,33425
44569,33427,2,2,16713
44571,66857,1,1,33428
44573,16715,3,3,8357
44575,66863,1,1,33431
44577,33433,2,2,16716
44579,66869,1,1,33434
44581,8359,4,4,4179
44583,66875,1,1,33437
44585,33439,2,2,16719
44587,66881,1,1,33440
44589,16721,3,3,8360
44591,66887,1,1,33443
44593,33445,2,2,16722
44595,66893,1,1,33446
44597,4181,5,5,2090
44599,66899,1,1,33449
44601,33451,2,2,16725
44603,66905,1,1,33452
44605,16727,3,3,8363
44607,66911,1,1,33455
44609,33457,2,2,16728
44611,66917,1,1,33458
44613,8365,4,4,4182
44615,66923,1,1,33461
44617,33463,2,2,16731
44619,66929,1,1,33464
44621,16733,3,3,8366
44623,66935,1,1,33467
44625,33469,2,2,16734
44627,66941,1,1,33470
44629,523,8,8,261
44631,66947,1,1,33473
44633,33475,2,2,16737
44635,66953,1,1,33476
44637,16739,3,3,8369
44639,66959,1,1,33479
44641,33481,2,2,16740
44643,66965,1,1,33482
44645,8371,4,4,4185
44647,66971,1,1,33485
44649,33487,2,2,16743
44651,66977,1,1,33488
44653,16745,3,3,8372
44655,66983,1,1,33491
44657,33493,2,2,16746
44659,66989,1,1,33494
44661,4187,5,5,2093
44663,66995,1,1,33497
44665,33499,2,2,16749
44667,67001,1,1,33500
44669,16751,3,3,8375
44671,67007,1,1,33503
44673,33505,2,2,16752
44675,67013,1,1,33506
44677,8377,4,4,4188
44679,67019,1,1,33509
44681,33511,2,2,16755
44683,67025,1,1,33512
44685,16757,3,3,8378
44687,67031,1,1,33515
44689,33517,2,2,16758
44691,67037,1,1,33518
44693,2095,6,6,1047
44695,67043,1,1,33521
44697,33523,2,2,16761
44699,67049,1,1,33524
44701,16763,3,3,8381
44703,67055,1,1,33527
44705,33529,2,2,16764
44707,67061,1,1,33530
44709,8383,4,4,4191
44711,67067,1,1,33533
44713,33535,2,2,16767
44715,67073,1,1,33536
44717,16769,3,3,8384
44719,67079,1,1,33539
44721,33541,2,2,16770
44723,67085,1,1,33542
44725,4193,5,5,2096
44727,67091,1,1,33545
44729,33547,2,2,16773
44731,67097,1,1,33548
44733,16775,3,3,8387
44735,67103,1,1,33551
44737,33553,2,2,16776
44739,67109,1,1,33554
44741,8389,4,4,4194
44743,67115,1,1,33557
44745,33559,2,2,16779
44747,67121,1,1,33560
44749,16781,3,3,8390
44751,67127,1,1,33563
44753,33565,2,2,16782
44755,67133,1,1,33566
44757,1049,7,7,524
44759,67139,1,1,33569
44761,33571,2,2,16785
44763,67145,1,1,33572
44765,16787,3,3,8393
44767,67151,1,1,33575
44769,33577,2,2,16788
44771,67157,1,1,33578
44773,8395,4,4,4197
44775,67163,1,1,33581
44777,33583,2,2,16791
44779,67169,1,1,33584
44781,16793,3,3,8396
44783,67175,1,1,33587
44785,33589,2,2,16794
44787,67181,1,1,33590
44789,4199,5,5,2099
44791,67187,1,1,33593
44793,33595,2,2,16797
44795,67193,1,1,33596
44797,16799,3,3,8399
44799,67199,1,1,33599
44801,33601,2,2,16800
44803,67205,1,1,33602
44805,8401,4,4,4200
44807,67211,1,1,33605
44809,33607,2,2,16803
44811,67217,1,1,33608
44813,16805,3,3,8402
44815,67223,1,1,33611
44817,33613,2,2,16806
44819,67229,1,1,33614
44821,2101,6,6,1050
44823,67235,1,1,33617
44825,33619,2,2,16809
44827,67241,1,1,33620
44829,16811,3,3,8405
44831,67247,1,1,33623
44833,33625,2,2,16812
44835,67253,1,1,33626
44837,8407,4,4,4203
44839,67259,1,1,33629
44841,33631,2,2,16815
44843,67265,1,1,33632
44845,16817,3,3,8408
44847,67271,1,1,33635
44849,33637,2,2,16818
44851,67277,1,1,33638
44853,4205,5,5,2102
44855,67283,1,1,33641
44857,33643,2,2,16821
44859,67289,1,1,33644
44861,16823,3,3,8411
44863,67295,1,1,33647
44865,33649,2,2,16824
44867,67301,1,1,33650
44869,8413,4,4,4206
44871,67307,1,1,33653
44873,33655,2,2,16827
44875,67313,1,1,33656
44877,16829,3,3,8414
44879,67319,1,1,33659
44881,33661,2,2,16830
44883,67325,1,1,33662
44885,263,9,9,131
44887,67331,1,1,33665
44889,33667,2,2,16833
44891,67337,1,1,33668
44893,16835,3,3,8417
44895,67343,1,1,33671
44897,33673,2,2,16836
44899,67349,1,1,33674
44901,8419,4,4,4209
44903,67355,1,1,33677
44905,33679,2,2,16839
44907,67361,1,1,33680
44909,16841,3,3,8420
44911,67367,1,1,33683
44913,33685,2,2,16842
44915,67373,1,1,33686
44917,4211,5,5,2105
44919,67379,1,1,33689
44921,33691,2,2,16845
44923,67385,1,1,33692
44925,16847,3,3,8423
44927,67391,1,1,33695
44929,33697,2,2,16848
44931,67397,1,1,33698
44933,8425,4,4,4212
44935,67403,1,1,33701
44937,33703,2,2,16851
44939,67409,1,1,33704
44941,16853,3,3,8426
44943,67415,1,1,33707
44945,33709,2,2,16854
44947,67421,1,1,33710
44949,2107,6,6,1053
44951,67427,1,1,33713
44953,33715,2,2,16857
44955,67433,1,1,33716
44957,16859,3,3,8429
44959,67439,1,1,33719
44961,33721,2,2,16860
44963,67445,1,1,33722
44965,8431,4,4,4215
44967,67451,1,1,33725
44969,33727,2,2,16863
44971,67457,1,1,33728
44973,16865,3,3,8432
44975,67463,1,1,33731
44977,33733,2,2,16866
44979,67469,1,1,33734
44981,4217,5,5,2108
44983,67475,1,1,33737
44985,33739,2,2,16869
44987,67481,1,1,33740
44989,16871,3,3,8435
44991,67487,1,1,33743
44993,33745,2,2,16872
44995,67493,1,1,33746
44997,8437,4,4,4218
44999,67499,1,1,33749
45001,33751,2,2,16875
45003,67505,1,1,33752
45005,16877,3,3,8438
45007,67511,1,1,33755
45009,33757,2,2,16878
45011,67517,1,1,33758
45013,1055,7,7,527
45015,67523,1,1,33761
45017,33763,2,2,16881
45019,67529,1,1,33764
45021,16883,3,3,8441
45023,67535,1,1,33767
45025,33769,2,2,16884
45027,67541,1,1,33770
45029,8443,4,4,4221
45031,67547,1,1,33773
45033,33775,2,2,16887
45035,67553,1,1,33776
45037,16889,3,3,8444
45039,67559,1,1,33779
45041,33781,2,2,16890
45043,67565,1,1,33782
45045,4223,5,5,2111
45047,67571,1,1,33785
45049,33787,2,2,16893
45051,67577,1,1,33788
45053,16895,3,3,8447
45055,67583,1,1,33791
45057,33793,2,2,16896
45059,67589,1,1,33794
45061,8449,4,4,4224
45063,67595,1,1,33797
45065,33799,2,2,16899
45067,67601,1,1,33800
45069,16901,3,3,8450
45071,67607,1,1,33803
45073,33805,2,2,16902
45075,67613,1,1,33806
45077,2113,6,6,1056
45079,67619,1,1,33809
45081,33811,2,2,16905
45083,67625,1,1,33812
45085,16907,3,3,8453
45087,67631,1,1,33815
45089,33817,2,2,16908
45091,67637,1,1,33818
45093,8455,4,4,4227
45095,67643,1,1,33821
45097,33823,2,2,16911
45099,67649,1,1,33824
45101,16913,3,3,8456
45103,67655,1,1,33827
45105,33829,2,2,16914
45107,67661,1,1,33830
45109,4229,5,5,2114
45111,67667,1,1,33833
45113,33835,2,2,16917
45115,67673,1,1,33836
45117,16919,3,3,8459
45119,67679,1,1,33839
45121,33841,2,2,16920
45123,67685,1,1,33842
45125,8461,4,4,4230
45127,67691,1,1,33845
45129,33847,2,2,16923
45131,67697,1,1,33848
45133,16925,3,3,8462
45135,67703,1,1,33851
45137,33853,2,2,16926
45139,67709,1,1,33854
45141,529,8,8,264
45143,67715,1,1,33857
45145,33859,2,2,16929
45147,67721,1,1,33860
45149,16931,3,3,8465
45151,67727,1,1,33863
45153,33865,2,2,16932
45155,67733,1,1,33866
45157,8467,4,4,4233
45159,67739,1,1,33869
45161,33871,2,2,16935
45163,67745,1,1,33872
45165,16937,3,3,8468
45167,67751,1,1,33875
45169,33877,2,2,16938
45171,67757,1,1,33878
45173,4235,5,5,2117
45175,67763,1,1,33881
45177,33883,2,2,16941
45179,67769,1,1,33884
45181,16943,3,3,8471
45183,67775,1,1,33887
45185,33889,2,2,16944
45187,67781,1,1,33890
45189,8473,4,4,4236
45191,67787,1,1,33893
45193,33895,2,2,16947
45195,67793,1,1,33896
45197,16949,3,3,8474
45199,67799,1,1,33899
45201,33901,2,2,16950
45203,67805,1,1,33902
45205,2119,6,6,1059
45207,67811,1,1,33905
45209,33907,2,2,16953
45211,67817,1,1,33908
45213,16955,3,3,8477
45215,67823,1,1,33911
45217,33913,2,2,16956
45219,67829,1,1,33914
45221,8479,4,4,4239
45223,67835,1,1,33917
45225,33919,2,2,16959
45227,67841,1,1,33920
45229,16961,3,3,8480
45231,67847,1,1,33923
45233,33925,2,2,16962
45235,67853,1,1,33926
45237,4241,5,5,2120
45239,67859,1,1,33929
45241,33931,2,2,16965
45243,67865,1,1,33932
45245,16967,3,3,8483
45247,67871,1,1,33935
45249,33937,2,2,16968
45251,67877,1,1,33938
45253,8485,4,4,4242
45255,67883,1,1,33941
45257,33943,2,2,16971
45259,67889,1,1,33944
45261,16973,3,3,8486
45263,67895,1,1,33947
45265,33949,2,2,16974
45267,67901,1,1,33950
45269,1061,7,7,530
45271,67907,1,1,33953
45273,33955,2,2,16977
45275,67913,1,1,33956
45277,16979,3,3,8489
45279,67919,1,1,33959
45281,33961,2,2,16980
45283,67925,1,1,33962
45285,8491,4,4,4245
45287,67931,1,1,33965
45289,33967,2,2,16983
45291,67937,1,1,33968
45293,16985,3,3,8492
45295,67943,1,1,33971
45297,33973,2,2,16986
45299,67949,1,1,33974
45301,4247,5,5,2123
45303,67955,1,1,33977
45305,33979,2,2,16989
45307,67961,1,1,33980
45309,16991,3,3,8495
45311,67967,1,1,33983
45313,33985,2,2,16992
45315,67973,1,1,33986
45317,8497,4,4,4248
45319,67979,1,1,33989
45321,33991,2,2,16995
45323,67985,1,1,33992
45325,16997,3,3,8498
45327,67991,1,1,33995
45329,33997,2,2,16998
45331,67997,1,1,33998
45333,2125,6,6,1062
45335,68003,1,1,34001
45337,34003,2,2,17001
45339,68009,1,1,34004
45341,17003,3,3,8501
45343,68015,1,1,34007
45345,34009,2,2,17004
45347,68021,1,1,34010
45349,8503,4,4,4251
45351,68027,1,1,34013
45353,34015,2,2,17007
45355,68033,1,1,34016
45357,17009,3,3,8504
45359,68039,1,1,34019
45361,34021,2,2,17010
45363,68045,1,1,34022
45365,4253,5,5,2126
45367,68051,1,1,34025
45369,34027,2,2,17013
45371,68057,1,1,34028
45373,17015,3,3,8507
45375,68063,1,1,34031
45377,34033,2,2,17016
45379,68069,1,1,34034
45381,8509,4,4,4254
45383,68075,1,1,34037
45385,34039,2,2,17019
45387,68081,1,1,34040
45389,17021,3,3,8510
45391,68087,1,1,34043
45393,34045,2,2,17022
45395,68093,1,1,34046
45397,133,10,10,66
45399,68099,1,1,34049
45401,34051,2,2,17025
45403,68105,1,1,34052
45405,17027,3,3,8513
45407,68111,1,1,34055
45409,34057,2,2,17028
45411,68117,1,1,34058
45413,8515,4,4,4257
45415,68123,1,1,34061
45417,34063,2,2,17031
45419,68129,1,1,34064
45421,17033,3,3,8516
45423,68135,1,1,34067
45425,34069,2,2,17034
45427,68141,1,1,34070
45429,4259,5,5,2129
45431,68147,1,1,34073
45433,34075,2,2,17037
45435,68153,1,1,34076
45437,17039,3,3,8519
45439,68159,1,1,34079
45441,34081,2,2,17040
45443,68165,1,1,34082
45445,8521,4,4,4260
45447,68171,1,1,34085
45449,34087,2,2,17043
45451,68177,1,1,34088
45453,17045,3,3,8522
45455,68183,1,1,34091
45457,34093,2,2,17046
45459,68189,1,1,34094
45461,2131,6,6,1065
45463,68195,1,1,34097
45465,34099,2,2,17049
45467,68201,1,1,34100
45469,17051,3,3,8525
45471,68207,1,1,34103
45473,34105,2,2,17052
45475,68213,1,1,34106
45477,8527,4,4,4263
45479,68219,1,1,34109
45481,34111,2,2,17055
45483,68225,1,1,34112
45485,17057,3,3,8528
45487,68231,1,1,34115
45489,34117,2,2,17058
45491,68237,1,1,34118
45493,4265,5,5,2132
45495,68243,1,1,34121
45497,34123,2,2,17061
45499,68249,1,1,34124
45501,17063,3,3,8531
45503,68255,1,1,34127
45505,34129,2,2,17064
45507,68261,1,1,34130
45509,8533,4,4,4266
45511,68267,1,1,34133
45513,34135,2,2,17067
45515,68273,1,1,34136
45517,17069,3,3,8534
45519,68279,1,1,34139
45521,34141,2,2,17070
45523,68285,1,1,34142
45525,1067,7,7,533
45527,68291,1,1,34145
45529,34147,2,2,17073
45531,68297,1,1,34148
45533,17075,3,3,8537
45535,68303,1,1,34151
45537,34153,2,2,17076
45539,68309,1,1,34154
45541,8539,4,4,4269
45543,68315,1,1,34157
45545,34159,2,2,17079
45547,68321,1,1,34160
45549,17081,3,3,8540
45551,68327,1,1,34163
45553,34165,2,2,17082
45555,68333,1,1,34166
45557,4271,5,5,2135
45559,68339,1,1,34169
45561,34171,2,2,17085
45563,68345,1,1,34172
45565,17087,3,3,8543
45567,68351,1,1,34175
45569,34177,2,2,17088
45571,68357,1,1,34178
45573,8545,4,4,4272
45575,68363,1,1,34181
45577,34183,2,2,17091
45579,68369,1,1,34184
45581,17093,3,3,8546
45583,68375,1,1,34187
45585,34189,2,2,17094
45587,68381,1,1,34190
45589,2137,6,6,1068
45591,68387,1,1,34193
45593,34195,2,2,17097
45595,68393,1,1,34196
45597,17099,3,3,8549
45599,68399,1,1,34199
45601,34201,2,2,17100
45603,68405,1,1,34202
45605,8551,4,4,4275
45607,68411,1,1,34205
45609,34207,2,2,17103
45611,68417,1,1,34208
45613,17105,3,3,8552
45615,68423,1,1,34211
45617,34213,2,2,17106
45619,68429,1,1,34214
45621,4277,5,5,2138
45623,68435,1,1,34217
45625,34219,2,2,17109
45627,68441,1,1,34220
45629,17111,3,3,8555
45631,68447,1,1,34223
45633,34225,2,2,17112
45635,68453,1,1,34226
45637,8557,4,4,4278
45639,68459,1,1,34229
45641,34231,2,2,17115
45643,68465,1,1,34232
45645,17117,3,3,8558
45647,68471,1,1,34235
45649,34237,2,2,17118
45651,68477,1,1,34238
45653,535,8,8,267
45655,68483,1,1,34241
45657,34243,2,2,17121
45659,68489,1,1,34244
45661,17123,3,3,8561
45663,68495,1,1,34247
45665,34249,2,2,17124
45667,68501,1,1,34250
45669,8563,4,4,4281
45671,68507,1,1,34253
45673,34255,2,2,17127
45675,68513,1,1,34256
45677,17129,3,3,8564
45679,68519,1,1,34259
45681,34261,2,2,17130
45683,68525,1,1,34262
45685,4283,5,5,2141
45687,68531,1,1,34265
45689,34267,2,2,17133
45691,68537,1,1,34268
45693,17135,3,3,8567
45695,68543,1,1,34271
45697,34273,2,2,17136
45699,68549,1,1,34274
45701,8569,4,4,4284
45703,68555,1,1,34277
45705,34279,2,2,17139
45707,68561,1,1,34280
45709,17141,3,3,8570
45711,68567,1,1,34283
45713,34285,2,2,17142
45715,68573,1,1,34286
45717,2143,6,6,1071
45719,68579,1,1,34289
45721,34291,2,2,17145
45723,68585,1,1,34292
45725,17147,3,3,8573
45727,68591,1,1,34295
45729,34297,2,2,17148
45731,68597,1,1,34298
45733,8575,4,4,4287
45735,68603,1,1,34301
45737,34303,2,2,17151
45739,68609,1,1,34304
45741,17153,3,3,8576
45743,68615,1,1,34307
45745,34309,2,2,17154
45747,68621,1,1,34310
45749,4289,5,5,2144
45751,68627,1,1,34313
45753,34315,2,2,17157
45755,68633,1,1,34316
45757,17159,3,3,8579
45759,68639,1,1,34319
45761,34321,2,2,17160
45763,68645,1,1,34322
45765,8581,4,4,4290
45767,68651,1,1,34325
45769,34327,2,2,17163
45771,68657,1,1,34328
45773,17165,3,3,8582
45775,68663,1,1,34331
45777,34333,2,2,17166
45779,68669,1,1,34334
45781,1073,7,7,536
45783,68675,1,1,34337
45785,34339,2,2,17169
45787,68681,1,1,34340
45789,17171,3,3,8585
45791,68687,1,1,34343
45793,34345,2,2,17172
45795,68693,1,1,34346
45797,8587,4,4,4293
45799,68699,1,1,34349
45801,34351,2,2,17175
45803,68705,1,1,34352
45805,17177,3,3,8588
45807,68711,1,1,34355
45809,34357,2,2,17178
45811,68717,1,1,34358
45813,4295,5,5,2147
45815,68723,1,1,34361
45817,34363,2,2,17181
45819,68729,1,1,34364
45821,17183,3,3,8591
45823,68735,1,1,34367
45825,34369,2,2,17184
