residue,next_residue,weight_tau_capped_R,tau_exact,next_index
74469,13963,4,4,6981
74471,111707,1,1,55853
74473,55855,2,2,27927
74475,111713,1,1,55856
74477,27929,3,3,13964
74479,111719,1,1,55859
74481,55861,2,2,27930
74483,111725,1,1,55862
74485,6983,5,5,3491
74487,111731,1,1,55865
74489,55867,2,2,27933
74491,111737,1,1,55868
74493,27935,3,3,13967
74495,111743,1,1,55871
74497,55873,2,2,27936
74499,111749,1,1,55874
74501,13969,4,4,6984
74503,111755,1,1,55877
74505,55879,2,2,27939
74507,111761,1,1,55880
74509,27941,3,3,13970
74511,111767,1,1,55883
74513,55885,2,2,27942
74515,111773,1,1,55886
74517,3493,6,6,1746
74519,111779,1,1,55889
74521,55891,2,2,27945
74523,111785,1,1,55892
74525,27947,3,3,13973
74527,111791,1,1,55895
74529,55897,2,2,27948
74531,111797,1,1,55898
74533,13975,4,4,6987
74535,111803,1,1,55901
74537,55903,2,2,27951
74539,111809,1,1,55904
74541,27953,3,3,13976
74543,111815,1,1,55907
74545,55909,2,2,27954
74547,111821,1,1,55910
74549,6989,5,5,3494
74551,111827,1,1,55913
74553,55915,2,2,27957
74555,111833,1,1,55916
74557,27959,3,3,13979
74559,111839,1,1,55919
74561,55921,2,2,27960
74563,111845,1,1,55922
74565,13981,4,4,6990
74567,111851,1,1,55925
74569,55927,2,2,27963
74571,111857,1,1,55928
74573,27965,3,3,13982
74575,111863,1,1,55931
74577,55933,2,2,27966
74579,111869,1,1,55934
74581,437,9,9,218
74583,111875,1,1,55937
74585,55939,2,2,27969
74587,111881,1,1,55940
74589,27971,3,3,13985
74591,111887,1,1,55943
74593,55945,2,2,27972
74595,111893,1,1,55946
74597,13987,4,4,6993
74599,111899,1,1,55949
74601,55951,2,2,27975
74603,111905,1,1,55952
74605,27977,3,3,13988
74607,111911,1,1,55955
74609,55957,2,2,27978
74611,111917,1,1,55958
74613,6995,5,5,3497
74615,111923,1,1,55961
74617,55963,2,2,27981
74619,111929,1,1,55964
74621,27983,3,3,13991
74623,111935,1,1,55967
74625,55969,2,2,27984
74627,111941,1,1,55970
74629,13993,4,4,6996
74631,111947,1,1,55973
74633,55975,2,2,27987
74635,111953,1,1,55976
74637,27989,3,3,13994
74639,111959,1,1,55979
74641,55981,2,2,27990
74643,111965,1,1,55982
74645,3499,6,6,1749
74647,111971,1,1,55985
74649,55987,2,2,27993
74651,111977,1,1,55988
74653,27995,3,3,13997
74655,111983,1,1,55991
74657,55993,2,2,27996
74659,111989,1,1,55994
74661,13999,4,4,6999
74663,111995,1,1,55997
74665,55999,2,2,27999
74667,112001,1,1,56000
74669,28001,3,3,14000
74671,112007,1,1,56003
74673,56005,2,2,28002
74675,112013,1,1,56006
74677,7001,5,5,3500
74679,112019,1,1,56009
74681,56011,2,2,28005
74683,112025,1,1,56012
74685,28007,3,3,14003
74687,112031,1,1,56015
74689,56017,2,2,28008
74691,112037,1,1,56018
74693,14005,4,4,7002
74695,112043,1,1,56021
74697,56023,2,2,28011
74699,112049,1,1,56024
74701,28013,3,3,14006
74703,112055,1,1,56027
74705,56029,2,2,28014
74707,112061,1,1,56030
74709,1751,7,7,875
74711,112067,1,1,56033
74713,56035,2,2,28017
74715,112073,1,1,56036
74717,28019,3,3,14009
74719,112079,1,1,56039
74721,56041,2,2,28020
74723,112085,1,1,56042
74725,14011,4,4,7005
74727,112091,1,1,56045
74729,56047,2,2,28023
74731,112097,1,1,56048
74733,28025,3,3,14012
74735,112103,1,1,56051
74737,56053,2,2,28026
74739,112109,1,1,56054
74741,7007,5,5,3503
74743,112115,1,1,56057
74745,56059,2,2,28029
74747,112121,1,1,56060
74749,28031,3,3,14015
74751,112127,1,1,56063
74753,56065,2,2,28032
74755,112133,1,1,56066
74757,14017,4,4,7008
74759,112139,1,1,56069
74761,56071,2,2,28035
74763,112145,1,1,56072
74765,28037,3,3,14018
74767,112151,1,1,56075
74769,56077,2,2,28038
74771,112157,1,1,56078
74773,3505,6,6,1752
74775,112163,1,1,56081
74777,56083,2,2,28041
74779,112169,1,1,56084
74781,28043,3,3,14021
74783,112175,1,1,56087
74785,56089,2,2,28044
74787,112181,1,1,56090
74789,14023,4,4,7011
74791,112187,1,1,56093
74793,56095,2,2,28047
74795,112193,1,1,56096
74797,28049,3,3,14024
74799,112199,1,1,56099
74801,56101,2,2,28050
74803,112205,1,1,56102
74805,7013,5,5,3506
74807,112211,1,1,56105
74809,56107,2,2,28053
74811,112217,1,1,56108
74813,28055,3,3,14027
74815,112223,1,1,56111
74817,56113,2,2,28056
74819,112229,1,1,56114
74821,14029,4,4,7014
74823,112235,1,1,56117
74825,56119,2,2,28059
74827,112241,1,1,56120
74829,28061,3,3,14030
74831,112247,1,1,56123
74833,56125,2,2,28062
74835,112253,1,1,56126
74837,877,8,8,438
74839,112259,1,1,56129
74841,56131,2,2,28065
74843,112265,1,1,56132
74845,28067,3,3,14033
74847,112271,1,1,56135
74849,56137,2,2,28068
74851,112277,1,1,56138
74853,14035,4,4,7017
74855,112283,1,1,56141
74857,56143,2,2,28071
74859,112289,1,1,56144
74861,28073,3,3,14036
74863,112295,1,1,56147
74865,56149,2,2,28074
74867,112301,1,1,56150
74869,7019,5,5,3509
74871,112307,1,1,56153
74873,56155,2,2,28077
74875,112313,1,1,56156
74877,28079,3,3,14039
74879,112319,1,1,56159
74881,56161,2,2,28080
74883,112325,1,1,56162
74885,14041,4,4,7020
74887,112331,1,1,56165
74889,56167,2,2,28083
74891,112337,1,1,56168
74893,28085,3,3,14042
74895,112343,1,1,56171
74897,56173,2,2,28086
74899,112349,1,1,56174
74901,3511,6,6,1755
74903,112355,1,1,56177
74905,56179,2,2,28089
74907,112361,1,1,56180
74909,28091,3,3,14045
74911,112367,1,1,56183
74913,56185,2,2,28092
74915,112373,1,1,56186
74917,14047,4,4,7023
74919,112379,1,1,56189
74921,56191,2,2,28095
74923,112385,1,1,56192
74925,28097,3,3,14048
74927,112391,1,1,56195
74929,56197,2,2,28098
74931,112397,1,1,56198
74933,7025,5,5,3512
74935,112403,1,1,56201
74937,56203,2,2,28101
74939,112409,1,1,56204
74941,28103,3,3,14051
74943,112415,1,1,56207
74945,56209,2,2,28104
74947,112421,1,1,56210
74949,14053,4,4,7026
74951,112427,1,1,56213
74953,56215,2,2,28107
74955,112433,1,1,56216
74957,28109,3,3,14054
74959,112439,1,1,56219
74961,56221,2,2,28110
74963,112445,1,1,56222
74965,1757,7,7,878
74967,112451,1,1,56225
74969,56227,2,2,28113
74971,112457,1,1,56228
74973,28115,3,3,14057
74975,112463,1,1,56231
74977,56233,2,2,28116
74979,112469,1,1,56234
74981,14059,4,4,7029
74983,112475,1,1,56237
74985,56239,2,2,28119
74987,112481,1,1,56240
74989,28121,3,3,14060
74991,112487,1,1,56243
74993,56245,2,2,28122
74995,112493,1,1,56246
74997,7031,5,5,3515
74999,112499,1,1,56249
75001,56251,2,2,28125
75003,112505,1,1,56252
75005,28127,3,3,14063
75007,112511,1,1,56255
75009,56257,2,2,28128
75011,112517,1,1,56258
75013,14065,4,4,7032
75015,112523,1,1,56261
75017,56263,2,2,28131
75019,112529,1,1,56264
75021,28133,3,3,14066
75023,112535,1,1,56267
75025,56269,2,2,28134
75027,112541,1,1,56270
75029,3517,6,6,1758
75031,112547,1,1,56273
75033,56275,2,2,28137
75035,112553,1,1,56276
75037,28139,3,3,14069
75039,112559,1,1,56279
75041,56281,2,2,28140
75043,112565,1,1,56282
75045,14071,4,4,7035
75047,112571,1,1,56285
75049,56287,2,2,28143
75051,112577,1,1,56288
75053,28145,3,3,14072
75055,112583,1,1,56291
75057,56293,2,2,28146
75059,112589,1,1,56294
75061,7037,5,5,3518
75063,112595,1,1,56297
75065,56299,2,2,28149
75067,112601,1,1,56300
75069,28151,3,3,14075
75071,112607,1,1,56303
75073,56305,2,2,28152
75075,112613,1,1,56306
75077,14077,4,4,7038
75079,112619,1,1,56309
75081,56311,2,2,28155
75083,112625,1,1,56312
75085,28157,3,3,14078
75087,112631,1,1,56315
75089,56317,2,2,28158
75091,112637,1,1,56318
75093,55,12,12,27
75095,112643,1,1,56321
75097,56323,2,2,28161
75099,112649,1,1,56324
75101,28163,3,3,14081
75103,112655,1,1,56327
75105,56329,2,2,28164
75107,112661,1,1,56330
75109,14083,4,4,7041
75111,112667,1,1,56333
75113,56335,2,2,28167
75115,112673,1,1,56336
75117,28169,3,3,14084
75119,112679,1,1,56339
75121,56341,2,2,28170
75123,112685,1,1,56342
75125,7043,5,5,3521
75127,112691,1,1,56345
75129,56347,2,2,28173
75131,112697,1,1,56348
75133,28175,3,3,14087
75135,112703,1,1,56351
75137,56353,2,2,28176
75139,112709,1,1,56354
75141,14089,4,4,7044
75143,112715,1,1,56357
75145,56359,2,2,28179
75147,112721,1,1,56360
75149,28181,3,3,14090
75151,112727,1,1,56363
75153,56365,2,2,28182
75155,112733,1,1,56366
75157,3523,6,6,1761
75159,112739,1,1,56369
75161,56371,2,2,28185
75163,112745,1,1,56372
75165,28187,3,3,14093
75167,112751,1,1,56375
75169,56377,2,2,28188
75171,112757,1,1,56378
75173,14095,4,4,7047
75175,112763,1,1,56381
75177,56383,2,2,28191
75179,112769,1,1,56384
75181,28193,3,3,14096
75183,112775,1,1,56387
75185,56389,2,2,28194
75187,112781,1,1,56390
75189,7049,5,5,3524
75191,112787,1,1,56393
75193,56395,2,2,28197
75195,112793,1,1,56396
75197,28199,3,3,14099
75199,112799,1,1,56399
75201,56401,2,2,28200
75203,112805,1,1,56402
75205,14101,4,4,7050
75207,112811,1,1,56405
75209,56407,2,2,28203
75211,112817,1,1,56408
75213,28205,3,3,14102
75215,112823,1,1,56411
75217,56413,2,2,28206
75219,112829,1,1,56414
75221,1763,7,7,881
75223,112835,1,1,56417
75225,56419,2,2,28209
75227,112841,1,1,56420
75229,28211,3,3,14105
75231,112847,1,1,56423
75233,56425,2,2,28212
75235,112853,1,1,56426
75237,14107,4,4,7053
75239,112859,1,1,56429
75241,56431,2,2,28215
75243,112865,1,1,56432
75245,28217,3,3,14108
75247,112871,1,1,56435
75249,56437,2,2,28218
75251,112877,1,1,56438
75253,7055,5,5,3527
75255,112883,1,1,56441
75257,56443,2,2,28221
75259,112889,1,1,56444
75261,28223,3,3,14111
75263,112895,1,1,56447
75265,56449,2,2,28224
75267,112901,1,1,56450
75269,14113,4,4,7056
75271,112907,1,1,56453
75273,56455,2,2,28227
75275,112913,1,1,56456
75277,28229,3,3,14114
75279,112919,1,1,56459
75281,56461,2,2,28230
75283,112925,1,1,56462
75285,3529,6,6,1764
75287,112931,1,1,56465
75289,56467,2,2,28233
75291,112937,1,1,56468
75293,28235,3,3,14117
75295,112943,1,1,56471
75297,56473,2,2,28236
75299,112949,1,1,56474
75301,14119,4,4,7059
75303,112955,1,1,56477
75305,56479,2,2,28239
75307,112961,1,1,56480
75309,28241,3,3,14120
75311,112967,1,1,56483
75313,56485,2,2,28242
75315,112973,1,1,56486
75317,7061,5,5,3530
75319,112979,1,1,56489
75321,56491,2,2,28245
75323,112985,1,1,56492
75325,28247,3,3,14123
75327,112991,1,1,56495
75329,56497,2,2,28248
75331,112997,1,1,56498
75333,14125,4,4,7062
75335,113003,1,1,56501
75337,56503,2,2,28251
75339,113009,1,1,56504
75341,28253,3,3,14126
75343,113015,1,1,56507
75345,56509,2,2,28254
75347,113021,1,1,56510
75349,883,8,8,441
75351,113027,1,1,56513
75353,56515,2,2,28257
75355,113033,1,1,56516
75357,28259,3,3,14129
75359,113039,1,1,56519
75361,56521,2,2,28260
75363,113045,1,1,56522
75365,14131,4,4,7065
75367,113051,1,1,56525
75369,56527,2,2,28263
75371,113057,1,1,56528
75373,28265,3,3,14132
75375,113063,1,1,56531
75377,56533,2,2,28266
75379,113069,1,1,56534
75381,7067,5,5,3533
75383,113075,1,1,56537
75385,56539,2,2,28269
75387,113081,1,1,56540
75389,28271,3,3,14135
75391,113087,1,1,56543
75393,56545,2,2,28272
75395,113093,1,1,56546
75397,14137,4,4,7068
75399,113099,1,1,56549
75401,56551,2,2,28275
75403,113105,1,1,56552
75405,28277,3,3,14138
75407,113111,1,1,56555
75409,56557,2,2,28278
75411,113117,1,1,56558
75413,3535,6,6,1767
75415,113123,1,1,56561
75417,56563,2,2,28281
75419,113129,1,1,56564
75421,28283,3,3,14141
75423,113135,1,1,56567
75425,56569,2,2,28284
75427,113141,1,1,56570
75429,14143,4,4,7071
75431,113147,1,1,56573
75433,56575,2,2,28287
75435,113153,1,1,56576
75437,28289,3,3,14144
75439,113159,1,1,56579
75441,56581,2,2,28290
75443,113165,1,1,56582
75445,7073,5,5,3536
75447,113171,1,1,56585
75449,56587,2,2,28293
75451,113177,1,1,56588
75453,28295,3,3,14147
75455,113183,1,1,56591
75457,56593,2,2,28296
75459,113189,1,1,56594
75461,14149,4,4,7074
75463,113195,1,1,56597
75465,56599,2,2,28299
75467,113201,1,1,56600
75469,28301,3,3,14150
75471,113207,1,1,56603
75473,56605,2,2,28302
75475,113213,1,1,56606
75477,1769,7,7,884
75479,113219,1,1,56609
75481,56611,2,2,28305
75483,113225,1,1,56612
75485,28307,3,3,14153
75487,113231,1,1,56615
75489,56617,2,2,28308
75491,113237,1,1,56618
75493,14155,4,4,7077
75495,113243,1,1,56621
75497,56623,2,2,28311
75499,113249,1,1,56624
75501,28313,3,3,14156
75503,113255,1,1,56627
75505,56629,2,2,28314
75507,113261,1,1,56630
75509,7079,5,5,3539
75511,113267,1,1,56633
75513,56635,2,2,28317
75515,113273,1,1,56636
75517,28319,3,3,14159
75519,113279,1,1,56639
75521,56641,2,2,28320
75523,113285,1,1,56642
75525,14161,4,4,7080
75527,113291,1,1,56645
75529,56647,2,2,28323
75531,113297,1,1,56648
75533,28325,3,3,14162
75535,113303,1,1,56651
75537,56653,2,2,28326
75539,113309,1,1,56654
75541,3541,6,6,1770
75543,113315,1,1,56657
75545,56659,2,2,28329
75547,113321,1,1,56660
75549,28331,3,3,14165
75551,113327,1,1,56663
75553,56665,2,2,28332
75555,113333,1,1,56666
75557,14167,4,4,7083
75559,113339,1,1,56669
75561,56671,2,2,28335
75563,113345,1,1,56672
75565,28337,3,3,14168
75567,113351,1,1,56675
75569,56677,2,2,28338
75571,113357,1,1,56678
75573,7085,5,5,3542
75575,113363,1,1,56681
75577,56683,2,2,28341
75579,113369,1,1,56684
75581,28343,3,3,14171
75583,113375,1,1,56687
75585,56689,2,2,28344
75587,113381,1,1,56690
75589,14173,4,4,7086
75591,113387,1,1,56693
75593,56695,2,2,28347
75595,113393,1,1,56696
75597,28349,3,3,14174
75599,113399,1,1,56699
75601,56701,2,2,28350
75603,113405,1,1,56702
75605,443,9,9,221
75607,113411,1,1,56705
75609,56707,2,2,28353
75611,113417,1,1,56708
75613,28355,3,3,14177
75615,113423,1,1,56711
75617,56713,2,2,28356
75619,113429,1,1,56714
75621,14179,4,4,7089
75623,113435,1,1,56717
75625,56719,2,2,28359
75627,113441,1,1,56720
75629,28361,3,3,14180
75631,113447,1,1,56723
75633,56725,2,2,28362
75635,113453,1,1,56726
75637,7091,5,5,3545
75639,113459,1,1,56729
75641,56731,2,2,28365
75643,113465,1,1,56732
75645,28367,3,3,14183
75647,113471,1,1,56735
75649,56737,2,2,28368
75651,113477,1,1,56738
75653,14185,4,4,7092
75655,113483,1,1,56741
75657,56743,2,2,28371
75659,113489,1,1,56744
75661,28373,3,3,14186
75663,113495,1,1,56747
75665,56749,2,2,28374
75667,113501,1,1,56750
75669,3547,6,6,1773
75671,113507,1,1,56753
75673,56755,2,2,28377
75675,113513,1,1,56756
75677,28379,3,3,14189
75679,113519,1,1,56759
75681,56761,2,2,28380
75683,113525,1,1,56762
75685,14191,4,4,7095
75687,113531,1,1,56765
75689,56767,2,2,28383
75691,113537,1,1,56768
75693,28385,3,3,14192
75695,113543,1,1,56771
75697,56773,2,2,28386
75699,113549,1,1,56774
75701,7097,5,5,3548
75703,113555,1,1,56777
75705,56779,2,2,28389
75707,113561,1,1,56780
75709,28391,3,3,14195
75711,113567,1,1,56783
75713,56785,2,2,28392
75715,113573,1,1,56786
75717,14197,4,4,7098
75719,113579,1,1,56789
75721,56791,2,2,28395
75723,113585,1,1,56792
75725,28397,3,3,14198
75727,113591,1,1,56795
75729,56797,2,2,28398
75731,113597,1,1,56798
75733,1775,7,7,887
75735,113603,1,1,56801
75737,56803,2,2,28401
75739,113609,1,1,56804
75741,28403,3,3,14201
75743,113615,1,1,56807
75745,56809,2,2,28404
75747,113621,1,1,56810
75749,14203,4,4,7101
75751,113627,1,1,56813
75753,56815,2,2,28407
75755,113633,1,1,56816
75757,28409,3,3,14204
75759,113639,1,1,56819
75761,56821,2,2,28410
75763,113645,1,1,56822
75765,7103,5,5,3551
75767,113651,1,1,56825
75769,56827,2,2,28413
75771,113657,1,1,56828
75773,28415,3,3,14207
75775,113663,1,1,56831
75777,56833,2,2,28416
75779,113669,1,1,56834
75781,14209,4,4,7104
75783,113675,1,1,56837
75785,56839,2,2,28419
75787,113681,1,1,56840
75789,28421,3,3,14210
75791,113687,1,1,56843
75793,56845,2,2,28422
75795,113693,1,1,56846
75797,3553,6,6,1776
75799,113699,1,1,56849
75801,56851,2,2,28425
75803,113705,1,1,56852
75805,28427,3,3,14213
75807,113711,1,1,56855
75809,56857,2,2,28428
75811,113717,1,1,56858
75813,14215,4,4,7107
75815,113723,1,1,56861
75817,56863,2,2,28431
75819,113729,1,1,56864
75821,28433,3,3,14216
75823,113735,1,1,56867
75825,56869,2,2,28434
75827,113741,1,1,56870
75829,7109,5,5,3554
75831,113747,1,1,56873
75833,56875,2,2,28437
75835,113753,1,1,56876
75837,28439,3,3,14219
75839,113759,1,1,56879
75841,56881,2,2,28440
75843,113765,1,1,56882
75845,14221,4,4,7110
75847,113771,1,1,56885
75849,56887,2,2,28443
75851,113777,1,1,56888
75853,28445,3,3,14222
75855,113783,1,1,56891
75857,56893,2,2,28446
75859,113789,1,1,56894
75861,889,8,8,444
75863,113795,1,1,56897
75865,56899,2,2,28449
75867,113801,1,1,56900
75869,28451,3,3,14225
75871,113807,1,1,56903
75873,56905,2,2,28452
75875,113813,1,1,56906
75877,14227,4,4,7113
75879,113819,1,1,56909
75881,56911,2,2,28455
75883,113825,1,1,56912
75885,28457,3,3,14228
75887,113831,1,1,56915
75889,56917,2,2,28458
75891,113837,1,1,56918
75893,7115,5,5,3557
75895,113843,1,1,56921
75897,56923,2,2,28461
75899,113849,1,1,56924
75901,28463,3,3,14231
75903,113855,1,1,56927
75905,56929,2,2,28464
75907,113861,1,1,56930
75909,14233,4,4,7116
75911,113867,1,1,56933
75913,56935,2,2,28467
75915,113873,1,1,56936
75917,28469,3,3,14234
75919,113879,1,1,56939
75921,56941,2,2,28470
75923,113885,1,1,56942
75925,3559,6,6,1779
75927,113891,1,1,56945
75929,56947,2,2,28473
75931,113897,1,1,56948
75933,28475,3,3,14237
75935,113903,1,1,56951
75937,56953,2,2,28476
75939,113909,1,1,56954
75941,14239,4,4,7119
75943,113915,1,1,56957
75945,56959,2,2,28479
75947,113921,1,1,56960
75949,28481,3,3,14240
75951,113927,1,1,56963
75953,56965,2,2,28482
75955,113933,1,1,56966
75957,7121,5,5,3560
75959,113939,1,1,56969
75961,56971,2,2,28485
75963,113945,1,1,56972
75965,28487,3,3,14243
75967,113951,1,1,56975
75969,56977,2,2,28488
75971,113957,1,1,56978
75973,14245,4,4,7122
75975,113963,1,1,56981
75977,56983,2,2,28491
75979,113969,1,1,56984
75981,28493,3,3,14246
75983,113975,1,1,56987
75985,56989,2,2,28494
75987,113981,1,1,56990
75989,1781,7,7,890
75991,113987,1,1,56993
75993,56995,2,2,28497
75995,113993,1,1,56996
75997,28499,3,3,14249
75999,113999,1,1,56999
76001,57001,2,2,28500
76003,114005,1,1,57002
76005,14251,4,4,7125
76007,114011,1,1,57005
76009,57007,2,2,28503
76011,114017,1,1,57008
76013,28505,3,3,14252
76015,114023,1,1,57011
76017,57013,2,2,28506
76019,114029,1,1,57014
76021,7127,5,5,3563
76023,114035,1,1,57017
76025,57019,2,2,28509
76027,114041,1,1,57020
76029,28511,3,3,14255
76031,114047,1,1,57023
76033,57025,2,2,28512
76035,114053,1,1,57026
76037,14257,4,4,7128
76039,114059,1,1,57029
76041,57031,2,2,28515
76043,114065,1,1,57032
76045,28517,3,3,14258
76047,114071,1,1,57035
76049,57037,2,2,28518
76051,114077,1,1,57038
76053,3565,6,6,1782
76055,114083,1,1,57041
76057,57043,2,2,28521
76059,114089,1,1,57044
76061,28523,3,3,14261
76063,114095,1,1,57047
76065,57049,2,2,28524
76067,114101,1,1,57050
76069,14263,4,4,7131
76071,114107,1,1,57053
76073,57055,2,2,28527
76075,114113,1,1,57056
76077,28529,3,3,14264
76079,114119,1,1,57059
76081,57061,2,2,28530
76083,114125,1,1,57062
76085,7133,5,5,3566
76087,114131,1,1,57065
76089,57067,2,2,28533
76091,114137,1,1,57068
76093,28535,3,3,14267
76095,114143,1,1,57071
76097,57073,2,2,28536
76099,114149,1,1,57074
76101,14269,4,4,7134
76103,114155,1,1,57077
76105,57079,2,2,28539
76107,114161,1,1,57080
76109,28541,3,3,14270
76111,114167,1,1,57083
76113,57085,2,2,28542
76115,114173,1,1,57086
76117,223,10,10,111
76119,114179,1,1,57089
76121,57091,2,2,28545
76123,114185,1,1,57092
76125,28547,3,3,14273
76127,114191,1,1,57095
76129,57097,2,2,28548
76131,114197,1,1,57098
76133,14275,4,4,7137
76135,114203,1,1,57101
76137,57103,2,2,28551
76139,114209,1,1,57104
76141,28553,3,3,14276
76143,114215,1,1,57107
76145,57109,2,2,28554
76147,114221,1,1,57110
76149,7139,5,5,3569
76151,114227,1,1,57113
76153,57115,2,2,28557
76155,114233,1,1,57116
76157,28559,3,3,14279
76159,114239,1,1,57119
76161,57121,2,2,28560
76163,114245,1,1,57122
76165,14281,4,4,7140
76167,114251,1,1,57125
76169,57127,2,2,28563
76171,114257,1,1,57128
76173,28565,3,3,14282
76175,114263,1,1,57131
76177,57133,2,2,28566
76179,114269,1,1,57134
76181,3571,6,6,1785
76183,114275,1,1,57137
76185,57139,2,2,28569
76187,114281,1,1,57140
76189,28571,3,3,14285
76191,114287,1,1,57143
76193,57145,2,2,28572
76195,114293,1,1,57146
76197,14287,4,4,7143
76199,114299,1,1,57149
76201,57151,2,2,28575
76203,114305,1,1,57152
76205,28577,3,3,14288
76207,114311,1,1,57155
76209,57157,2,2,28578
76211,114317,1,1,57158
76213,7145,5,5,3572
76215,114323,1,1,57161
76217,57163,2,2,28581
76219,114329,1,1,57164
76221,28583,3,3,14291
76223,114335,1,1,57167
76225,57169,2,2,28584
76227,114341,1,1,57170
76229,14293,4,4,7146
76231,114347,1,1,57173
76233,57175,2,2,28587
76235,114353,1,1,57176
76237,28589,3,3,14294
76239,114359,1,1,57179
76241,57181,2,2,28590
76243,114365,1,1,57182
76245,1787,7,7,893
76247,114371,1,1,57185
76249,57187,2,2,28593
76251,114377,1,1,57188
76253,28595,3,3,14297
76255,114383,1,1,57191
76257,57193,2,2,28596
76259,114389,1,1,57194
76261,14299,4,4,7149
76263,114395,1,1,57197
76265,57199,2,2,28599
76267,114401,1,1,57200
76269,28601,3,3,14300
76271,114407,1,1,57203
76273,57205,2,2,28602
76275,114413,1,1,57206
76277,7151,5,5,3575
76279,114419,1,1,57209
76281,57211,2,2,28605
76283,114425,1,1,57212
76285,28607,3,3,14303
76287,114431,1,1,57215
76289,57217,2,2,28608
76291,114437,1,1,57218
76293,14305,4,4,7152
76295,114443,1,1,57221
76297,57223,2,2,28611
76299,114449,1,1,57224
76301,28613,3,3,14306
76303,114455,1,1,57227
76305,57229,2,2,28614
76307,114461,1,1,57230
76309,3577,6,6,1788
76311,114467,1,1,57233
76313,57235,2,2,28617
76315,114473,1,1,57236
76317,28619,3,3,14309
76319,114479,1,1,57239
76321,57241,2,2,28620
76323,114485,1,1,57242
76325,14311,4,4,7155
76327,114491,1,1,57245
76329,57247,2,2,28623
76331,114497,1,1,57248
76333,28625,3,3,14312
76335,114503,1,1,57251
76337,57253,2,2,28626
76339,114509,1,1,57254
76341,7157,5,5,3578
76343,114515,1,1,57257
76345,57259,2,2,28629
76347,114521,1,1,57260
76349,28631,3,3,14315
76351,114527,1,1,57263
76353,57265,2,2,28632
76355,114533,1,1,57266
76357,14317,4,4,7158
76359,114539,1,1,57269
76361,57271,2,2,28635
76363,114545,1,1,57272
76365,28637,3,3,14318
76367,114551,1,1,57275
76369,57277,2,2,28638
76371,114557,1,1,57278
76373,895,8,8,447
76375,114563,1,1,57281
76377,57283,2,2,28641
76379,114569,1,1,57284
76381,28643,3,3,14321
76383,114575,1,1,57287
76385,57289,2,2,28644
76387,114581,1,1,57290
76389,14323,4,4,7161
76391,114587,1,1,57293
76393,57295,2,2,28647
76395,114593,1,1,57296
76397,28649,3,3,14324
76399,114599,1,1,57299
76401,57301,2,2,28650
76403,114605,1,1,57302
76405,7163,5,5,3581
76407,114611,1,1,57305
76409,57307,2,2,28653
76411,114617,1,1,57308
76413,28655,3,3,14327
76415,114623,1,1,57311
76417,57313,2,2,28656
76419,114629,1,1,57314
76421,14329,4,4,7164
76423,114635,1,1,57317
76425,57319,2,2,28659
76427,114641,1,1,57320
76429,28661,3,3,14330
76431,114647,1,1,57323
76433,57325,2,2,28662
76435,114653,1,1,57326
76437,3583,6,6,1791
76439,114659,1,1,57329
76441,57331,2,2,28665
76443,114665,1,1,57332
76445,28667,3,3,14333
76447,114671,1,1,57335
76449,57337,2,2,28668
76451,114677,1,1,57338
76453,14335,4,4,7167
76455,114683,1,1,57341
76457,57343,2,2,28671
76459,114689,1,1,57344
76461,28673,3,3,14336
76463,114695,1,1,57347
76465,57349,2,2,28674
76467,114701,1,1,57350
76469,7169,5,5,3584
76471,114707,1,1,57353
76473,57355,2,2,28677
76475,114713,1,1,57356
76477,28679,3,3,14339
76479,114719,1,1,57359
76481,57361,2,2,28680
76483,114725,1,1,57362
76485,14341,4,4,7170
76487,114731,1,1,57365
76489,57367,2,2,28683
76491,114737,1,1,57368
76493,28685,3,3,14342
76495,114743,1,1,57371
76497,57373,2,2,28686
76499,114749,1,1,57374
76501,1793,7,7,896
76503,114755,1,1,57377
76505,57379,2,2,28689
76507,114761,1,1,57380
76509,28691,3,3,14345
76511,114767,1,1,57383
76513,57385,2,2,28692
76515,114773,1,1,57386
76517,14347,4,4,7173
76519,114779,1,1,57389
76521,57391,2,2,28695
76523,114785,1,1,57392
76525,28697,3,3,14348
76527,114791,1,1,57395
76529,57397,2,2,28698
76531,114797,1,1,57398
76533,7175,5,5,3587
76535,114803,1,1,57401
76537,57403,2,2,28701
76539,114809,1,1,57404
76541,28703,3,3,14351
76543,114815,1,1,57407
76545,57409,2,2,28704
76547,114821,1,1,57410
76549,14353,4,4,7176
76551,114827,1,1,57413
76553,57415,2,2,28707
76555,114833,1,1,57416
76557,28709,3,3,14354
76559,114839,1,1,57419
76561,57421,2,2,28710
76563,114845,1,1,57422
76565,3589,6,6,1794
76567,114851,1,1,57425
76569,57427,2,2,28713
76571,114857,1,1,57428
76573,28715,3,3,14357
76575,114863,1,1,57431
76577,57433,2,2,28716
76579,114869,1,1,57434
76581,14359,4,4,7179
76583,114875,1,1,57437
76585,57439,2,2,28719
76587,114881,1,1,57440
76589,28721,3,3,14360
76591,114887,1,1,57443
76593,57445,2,2,28722
76595,114893,1,1,57446
76597,7181,5,5,3590
76599,114899,1,1,57449
76601,57451,2,2,28725
76603,114905,1,1,57452
76605,28727,3,3,14363
76607,114911,1,1,57455
76609,57457,2,2,28728
76611,114917,1,1,57458
76613,14365,4,4,7182
76615,114923,1,1,57461
76617,57463,2,2,28731
76619,114929,1,1,57464
